match_id,season,team1,team2,date,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire1,umpire2,reserve_umpire,match_referee,winner,winner_runs,winner_wickets,match_type,home_team,month,day,day_name,ms_batting_team,ms_bowling_team,ms_runs_scored,ms_wickets,ms_fours,ms_sixes,ms_dots,ms_no_balls,ms_wides
1359527,2023,Punjab Kings,Kolkata Knight Riders,2023-05-08,53,Eden Gardens,Kolkata,Punjab Kings,bat,AD Russell,A Totre,J Madanagopal,Mohamad Rafi,SS Raul,Kolkata Knight Riders,,5.0,Group,Kolkata Knight Riders,May,8,Monday,Punjab Kings,Kolkata Knight Riders,,7,21,6,0,2,4
1359530,2023,Kolkata Knight Riders,Rajasthan Royals,2023-05-11,56,Eden Gardens,Kolkata,Rajasthan Royals,field,YBK Jaiswal,RJ Tucker,MV Saidharshan Kumar,P Joshi,P Dharmani,Rajasthan Royals,,9.0,Group,Kolkata Knight Riders,May,11,Thursday,Rajasthan Royals,Kolkata Knight Riders,,1,15,10,0,,3
1359511,2023,Rajasthan Royals,Chennai Super Kings,2023-04-27,37,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,YBK Jaiswal,A Totre,YC Barde,Mohamad Rafi,M Nayyar,Rajasthan Royals,32.0,,Group,Rajasthan Royals,April,27,Thursday,Chennai Super Kings,Rajasthan Royals,,6,13,7,0,,1
1359481,2023,Delhi Capitals,Gujarat Titans,2023-04-04,7,Arun Jaitley Stadium,Delhi,Gujarat Titans,field,B Sai Sudharsan,A Nand Kishore,GR Sadashiv Iyer,M Kuppuraj,DS Manohar,Gujarat Titans,,6.0,Group,Delhi Capitals,April,4,Tuesday,Gujarat Titans,Delhi Capitals,,4,15,5,0,2,4
1359508,2023,Delhi Capitals,Sunrisers Hyderabad,2023-04-24,34,Rajiv Gandhi International Stadium,Hyderabad,Delhi Capitals,bat,AR Patel,J Madanagopal,RJ Tucker,PM Joshi,R Seth,Delhi Capitals,7.0,,Group,Sunrisers Hyderabad,April,24,Monday,Sunrisers Hyderabad,Delhi Capitals,,6,13,1,0,1,
1359513,2023,Kolkata Knight Riders,Gujarat Titans,2023-04-29,39,Eden Gardens,Kolkata,Gujarat Titans,field,J Little,NA Patwardhan,GR Sadashiv Iyer,M Krishnadas,SA Satbhai,Gujarat Titans,,7.0,Group,Kolkata Knight Riders,April,29,Saturday,Kolkata Knight Riders,Gujarat Titans,,7,12,12,0,,3
1359543,2023,Sunrisers Hyderabad,Mumbai Indians,2023-05-21,69,Wankhede Stadium,Mumbai,Mumbai Indians,field,C Green,KN Ananthapadmanabhan,RJ Tucker,P Joshi,P Dharmani,Mumbai Indians,,8.0,Group,Mumbai Indians,May,21,Sunday,Mumbai Indians,Sunrisers Hyderabad,,2,21,10,0,4,1
1359484,2023,Sunrisers Hyderabad,Lucknow Super Giants,2023-04-07,10,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Sunrisers Hyderabad,bat,KH Pandya,J Madanagopal,YC Barde,PM Joshi,M Nayyar,Lucknow Super Giants,,5.0,Group,Lucknow Super Giants,April,7,Friday,Sunrisers Hyderabad,Lucknow Super Giants,,8,10,3,0,,2
1359541,2023,Chennai Super Kings,Delhi Capitals,2023-05-20,67,Arun Jaitley Stadium,Delhi,Chennai Super Kings,bat,RD Gaikwad,CB Gaffaney,NA Patwardhan,M Krishnadas,Sanjay Verma,Chennai Super Kings,77.0,,Group,Delhi Capitals,May,20,Saturday,Chennai Super Kings,Delhi Capitals,,3,17,14,0,2,7
1359521,2023,Kolkata Knight Riders,Sunrisers Hyderabad,2023-05-04,47,Rajiv Gandhi International Stadium,Hyderabad,Kolkata Knight Riders,bat,CV Varun,KN Ananthapadmanabhan,MA Gough,P Joshi,V Narayan Kutty,Kolkata Knight Riders,5.0,,Group,Sunrisers Hyderabad,May,4,Thursday,Kolkata Knight Riders,Sunrisers Hyderabad,,9,16,6,0,2,5
1359536,2023,Gujarat Titans,Sunrisers Hyderabad,2023-05-15,62,Narendra Modi Stadium,Ahmedabad,Sunrisers Hyderabad,field,Shubman Gill,J Madanagopal,UV Gandhe,Mohamad Rafi,M Nayyar,Gujarat Titans,34.0,,Group,Gujarat Titans,May,15,Monday,Sunrisers Hyderabad,Gujarat Titans,,9,13,5,0,,5
1370351,2023,Mumbai Indians,Lucknow Super Giants,2023-05-24,72,MA Chidambaram Stadium,Chennai,Mumbai Indians,bat,Akash Madhwal,BNJ Oxenford,VK Sharma,AK Chaudhary,V Narayan Kutty,Mumbai Indians,81.0,,Eliminator,Chennai Super Kings,May,24,Wednesday,Lucknow Super Giants,Mumbai Indians,,10,9,2,0,,3
1359512,2023,Lucknow Super Giants,Punjab Kings,2023-04-28,38,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,field,MP Stoinis,Nitin Menon,Vinod Seshan,VM Dhokre,Shakti Singh,Lucknow Super Giants,56.0,,Group,Punjab Kings,April,28,Friday,Lucknow Super Giants,Punjab Kings,,5,27,14,0,4,5
1359527,2023,Punjab Kings,Kolkata Knight Riders,2023-05-08,53,Eden Gardens,Kolkata,Punjab Kings,bat,AD Russell,A Totre,J Madanagopal,Mohamad Rafi,SS Raul,Kolkata Knight Riders,,5.0,Group,Kolkata Knight Riders,May,8,Monday,Kolkata Knight Riders,Punjab Kings,,5,20,6,0,,3
1359488,2023,Punjab Kings,Sunrisers Hyderabad,2023-04-09,14,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,field,S Dhawan,BNJ Oxenford,UV Gandhe,PM Joshi,M Nayyar,Sunrisers Hyderabad,,8.0,Group,Sunrisers Hyderabad,April,9,Sunday,Punjab Kings,Sunrisers Hyderabad,,9,17,6,0,,5
1359513,2023,Kolkata Knight Riders,Gujarat Titans,2023-04-29,39,Eden Gardens,Kolkata,Gujarat Titans,field,J Little,NA Patwardhan,GR Sadashiv Iyer,M Krishnadas,SA Satbhai,Gujarat Titans,,7.0,Group,Kolkata Knight Riders,April,29,Saturday,Gujarat Titans,Kolkata Knight Riders,,3,15,8,0,,3
1359486,2023,Mumbai Indians,Chennai Super Kings,2023-04-08,12,Wankhede Stadium,Mumbai,Chennai Super Kings,field,RA Jadeja,CB Gaffaney,NA Patwardhan,M Kuppuraj,DS Manohar,Chennai Super Kings,,7.0,Group,Mumbai Indians,April,8,Saturday,Chennai Super Kings,Mumbai Indians,,3,14,5,0,,6
1359528,2023,Royal Challengers Bangalore,Mumbai Indians,2023-05-09,54,Wankhede Stadium,Mumbai,Mumbai Indians,field,SA Yadav,HAS Khalid,VK Sharma,VM Dhokre,RS Sodhi,Mumbai Indians,,6.0,Group,Mumbai Indians,May,9,Tuesday,Royal Challengers Bangalore,Mumbai Indians,,6,21,8,0,1,2
1359476,2023,Punjab Kings,Kolkata Knight Riders,2023-04-01,2,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Kolkata Knight Riders,field,Arshdeep Singh,BNJ Oxenford,YC Barde,PM Joshi,M Nayyar,Punjab Kings,7.0,,Group,Punjab Kings,April,1,Saturday,Kolkata Knight Riders,Punjab Kings,,7,13,7,0,2,1
1359537,2023,Lucknow Super Giants,Mumbai Indians,2023-05-16,63,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Mumbai Indians,field,MP Stoinis,AK Chaudhary,A Nand Kishore,M Krishnadas,Sanjay Verma,Lucknow Super Giants,5.0,,Group,Lucknow Super Giants,May,16,Tuesday,Lucknow Super Giants,Mumbai Indians,,4,6,11,0,,5
1370353,2023,Gujarat Titans,Chennai Super Kings,2023-05-29,74,Narendra Modi Stadium,Ahmedabad,Chennai Super Kings,field,DP Conway,Nitin Menon,RJ Tucker,J Madanagopal,J Srinath,Chennai Super Kings,,5.0,Final,Gujarat Titans,May,29,Monday,Gujarat Titans,Chennai Super Kings,,4,20,9,0,,2
1359533,2023,Punjab Kings,Delhi Capitals,2023-05-13,59,Arun Jaitley Stadium,Delhi,Delhi Capitals,field,P Simran Singh,CB Gaffaney,NA Patwardhan,M Krishnadas,Sanjay Verma,Punjab Kings,31.0,,Group,Delhi Capitals,May,13,Saturday,Punjab Kings,Delhi Capitals,,7,13,8,0,,11
1359488,2023,Punjab Kings,Sunrisers Hyderabad,2023-04-09,14,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,field,S Dhawan,BNJ Oxenford,UV Gandhe,PM Joshi,M Nayyar,Sunrisers Hyderabad,,8.0,Group,Sunrisers Hyderabad,April,9,Sunday,Sunrisers Hyderabad,Punjab Kings,,2,22,3,0,,
1359540,2023,Punjab Kings,Rajasthan Royals,2023-05-19,66,Himachal Pradesh Cricket Association Stadium,Dharamsala,Rajasthan Royals,field,D Padikkal,A Nand Kishore,RJ Tucker,P Joshi,P Dharmani,Rajasthan Royals,,4.0,Group,Punjab Kings,May,19,Friday,Rajasthan Royals,Punjab Kings,,6,18,9,0,1,7
1359491,2023,Rajasthan Royals,Chennai Super Kings,2023-04-12,17,MA Chidambaram Stadium,Chennai,Chennai Super Kings,field,R Ashwin,Vinod Seshan,VK Sharma,A Bengeri,J Srinath,Rajasthan Royals,3.0,,Group,Chennai Super Kings,April,12,Wednesday,Chennai Super Kings,Rajasthan Royals,,6,12,6,0,,8
1359515,2023,Chennai Super Kings,Punjab Kings,2023-04-30,41,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,DP Conway,RJ Tucker,UV Gandhe,Mohamad Rafi,M Nayyar,Punjab Kings,,4.0,Group,Chennai Super Kings,April,30,Sunday,Punjab Kings,Chennai Super Kings,,6,13,9,0,,6
1359477,2023,Lucknow Super Giants,Delhi Capitals,2023-04-01,3,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Delhi Capitals,field,MA Wood,AK Chaudhary,NA Patwardhan,M Kuppuraj,DS Manohar,Lucknow Super Giants,50.0,,Group,Lucknow Super Giants,April,1,Saturday,Delhi Capitals,Lucknow Super Giants,,9,15,2,0,1,9
1359538,2023,Delhi Capitals,Punjab Kings,2023-05-17,64,Himachal Pradesh Cricket Association Stadium,Dharamsala,Punjab Kings,field,RR Rossouw,KN Ananthapadmanabhan,MV Saidharshan Kumar,P Joshi,P Dharmani,Delhi Capitals,15.0,,Group,Punjab Kings,May,17,Wednesday,Punjab Kings,Delhi Capitals,,8,15,13,0,2,2
1359483,2023,Kolkata Knight Riders,Royal Challengers Bangalore,2023-04-06,9,Eden Gardens,Kolkata,Royal Challengers Bangalore,field,SN Thakur,Vinod Seshan,VK Sharma,A Bengeri,Shakti Singh,Kolkata Knight Riders,81.0,,Group,Kolkata Knight Riders,April,6,Thursday,Kolkata Knight Riders,Royal Challengers Bangalore,,7,18,9,0,3,10
1370353,2023,Gujarat Titans,Chennai Super Kings,2023-05-29,74,Narendra Modi Stadium,Ahmedabad,Chennai Super Kings,field,DP Conway,Nitin Menon,RJ Tucker,J Madanagopal,J Srinath,Chennai Super Kings,,5.0,Final,Gujarat Titans,May,29,Monday,Chennai Super Kings,Gujarat Titans,,5,11,10,0,,4
1359486,2023,Mumbai Indians,Chennai Super Kings,2023-04-08,12,Wankhede Stadium,Mumbai,Chennai Super Kings,field,RA Jadeja,CB Gaffaney,NA Patwardhan,M Kuppuraj,DS Manohar,Chennai Super Kings,,7.0,Group,Mumbai Indians,April,8,Saturday,Mumbai Indians,Chennai Super Kings,,8,15,4,0,,5
1359514,2023,Sunrisers Hyderabad,Delhi Capitals,2023-04-29,40,Arun Jaitley Stadium,Delhi,Sunrisers Hyderabad,bat,MR Marsh,MA Gough,Navdeep Singh,P Joshi,V Narayan Kutty,Sunrisers Hyderabad,9.0,,Group,Delhi Capitals,April,29,Saturday,Delhi Capitals,Sunrisers Hyderabad,,6,14,8,0,,3
1359480,2023,Chennai Super Kings,Lucknow Super Giants,2023-04-03,6,MA Chidambaram Stadium,Chennai,Lucknow Super Giants,field,MM Ali,A Totre,BNJ Oxenford,PM Joshi,M Nayyar,Chennai Super Kings,12.0,,Group,Chennai Super Kings,April,3,Monday,Chennai Super Kings,Lucknow Super Giants,,7,15,13,0,1,7
1359544,2023,Royal Challengers Bangalore,Gujarat Titans,2023-05-21,70,M Chinnaswamy Stadium,Bengaluru,Gujarat Titans,field,Shubman Gill,Nitin Menon,VK Sharma,VM Dhokre,J Srinath,Gujarat Titans,,6.0,Group,Royal Challengers Bangalore,May,21,Sunday,Royal Challengers Bangalore,Gujarat Titans,,5,25,3,0,,5
1359517,2023,Royal Challengers Bangalore,Lucknow Super Giants,2023-05-01,43,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Royal Challengers Bangalore,bat,F du Plessis,AK Chaudhary,GR Sadashiv Iyer,M Krishnadas,Prakash Bhatt,Royal Challengers Bangalore,18.0,,Group,Lucknow Super Giants,May,1,Monday,Royal Challengers Bangalore,Lucknow Super Giants,,9,6,2,0,,2
1359501,2023,Royal Challengers Bangalore,Punjab Kings,2023-04-20,27,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,field,Mohammed Siraj,AK Chaudhary,GR Sadashiv Iyer,M Kuppuraj,Prakash Bhatt,Royal Challengers Bangalore,24.0,,Group,Punjab Kings,April,20,Thursday,Royal Challengers Bangalore,Punjab Kings,,4,12,6,0,1,3
1359492,2023,Punjab Kings,Gujarat Titans,2023-04-13,18,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Gujarat Titans,field,MM Sharma,A Totre,J Madanagopal,PM Joshi,R Seth,Gujarat Titans,,6.0,Group,Punjab Kings,April,13,Thursday,Gujarat Titans,Punjab Kings,,4,17,1,0,,
1359505,2023,Punjab Kings,Mumbai Indians,2023-04-22,31,Wankhede Stadium,Mumbai,Mumbai Indians,field,SM Curran,CB Gaffaney,GR Sadashiv Iyer,M Kuppuraj,Prakash Bhatt,Punjab Kings,13.0,,Group,Mumbai Indians,April,22,Saturday,Punjab Kings,Mumbai Indians,,8,16,14,0,2,7
1370352,2023,Gujarat Titans,Mumbai Indians,2023-05-26,73,Narendra Modi Stadium,Ahmedabad,Mumbai Indians,field,Shubman Gill,Nitin Menon,RJ Tucker,KN Ananthapadmanabhan,J Srinath,Gujarat Titans,62.0,,Qualifier,Gujarat Titans,May,26,Friday,Mumbai Indians,Gujarat Titans,,10,17,7,0,1,4
1359503,2023,Sunrisers Hyderabad,Chennai Super Kings,2023-04-21,29,MA Chidambaram Stadium,Chennai,Chennai Super Kings,field,RA Jadeja,HAS Khalid,VK Sharma,A Bengeri,Shakti Singh,Chennai Super Kings,,7.0,Group,Chennai Super Kings,April,21,Friday,Chennai Super Kings,Sunrisers Hyderabad,,3,16,1,0,,
1359475,2023,Chennai Super Kings,Gujarat Titans,2023-03-31,1,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,field,Rashid Khan,Nitin Menon,HAS Khalid,A Bengeri,J Srinath,Gujarat Titans,,5.0,Group,Gujarat Titans,March,31,Friday,Chennai Super Kings,Gujarat Titans,,7,10,13,0,1,
1359487,2023,Gujarat Titans,Kolkata Knight Riders,2023-04-09,13,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,bat,RK Singh,Nitin Menon,Tapan Sharma,A Bengeri,J Srinath,Kolkata Knight Riders,,3.0,Group,Gujarat Titans,April,9,Sunday,Gujarat Titans,Kolkata Knight Riders,,4,18,7,0,1,10
1359507,2023,Chennai Super Kings,Kolkata Knight Riders,2023-04-23,33,Eden Gardens,Kolkata,Kolkata Knight Riders,field,AM Rahane,Nitin Menon,Tapan Sharma,A Bengeri,Shakti Singh,Chennai Super Kings,49.0,,Group,Kolkata Knight Riders,April,23,Sunday,Chennai Super Kings,Kolkata Knight Riders,,4,14,18,0,1,2
1359506,2023,Royal Challengers Bangalore,Rajasthan Royals,2023-04-23,32,M Chinnaswamy Stadium,Bengaluru,Rajasthan Royals,field,GJ Maxwell,MA Gough,MV Saidharshan Kumar,Abhijit Bhattacharya,Amit Sharma,Royal Challengers Bangalore,7.0,,Group,Royal Challengers Bangalore,April,23,Sunday,Rajasthan Royals,Royal Challengers Bangalore,,6,18,6,0,,7
1359475,2023,Chennai Super Kings,Gujarat Titans,2023-03-31,1,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,field,Rashid Khan,Nitin Menon,HAS Khalid,A Bengeri,J Srinath,Gujarat Titans,,5.0,Group,Gujarat Titans,March,31,Friday,Gujarat Titans,Chennai Super Kings,,5,15,8,0,2,4
1359477,2023,Lucknow Super Giants,Delhi Capitals,2023-04-01,3,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,Delhi Capitals,field,MA Wood,AK Chaudhary,NA Patwardhan,M Kuppuraj,DS Manohar,Lucknow Super Giants,50.0,,Group,Lucknow Super Giants,April,1,Saturday,Lucknow Super Giants,Delhi Capitals,,6,5,16,0,,5
1359510,2023,Kolkata Knight Riders,Royal Challengers Bangalore,2023-04-26,36,M Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,field,CV Varun,KN Ananthapadmanabhan,R Pandit,Abhijit Bhattacharya,Amit Sharma,Kolkata Knight Riders,21.0,,Group,Royal Challengers Bangalore,April,26,Wednesday,Kolkata Knight Riders,Royal Challengers Bangalore,,5,16,12,0,,5
1359508,2023,Delhi Capitals,Sunrisers Hyderabad,2023-04-24,34,Rajiv Gandhi International Stadium,Hyderabad,Delhi Capitals,bat,AR Patel,J Madanagopal,RJ Tucker,PM Joshi,R Seth,Delhi Capitals,7.0,,Group,Sunrisers Hyderabad,April,24,Monday,Delhi Capitals,Sunrisers Hyderabad,,9,15,2,0,,2
1359534,2023,Royal Challengers Bangalore,Rajasthan Royals,2023-05-14,60,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,bat,WD Parnell,KN Ananthapadmanabhan,Navdeep Singh,P Joshi,V Narayan Kutty,Royal Challengers Bangalore,112.0,,Group,Rajasthan Royals,May,14,Sunday,Royal Challengers Bangalore,Rajasthan Royals,,5,12,7,0,,5
1359525,2023,Gujarat Titans,Lucknow Super Giants,2023-05-07,51,Narendra Modi Stadium,Ahmedabad,Lucknow Super Giants,field,Shubman Gill,AK Chaudhary,A Nand Kishore,M Krishnadas,Prakash Bhatt,Gujarat Titans,56.0,,Group,Gujarat Titans,May,7,Sunday,Lucknow Super Giants,Gujarat Titans,,7,16,7,0,,5
